id,framework_name,track,status,detail_level,source_hint,priority,score,yaml_path,notes
20,"SWOT Analysis",mental-models,ARTIFACTS_READY,complete,"Albert Humphrey - SRI 1960s",high,38,"contexts/patterns/swot-analysis/SKILL.md","SKILL.md generated 2025-12-09, 179 lines"
21,"PESTLE Analysis",mental-models,ARTIFACTS_READY,complete,"Francis Aguilar - Harvard 1967",high,40,"contexts/patterns/pestle-analysis/SKILL.md","SKILL.md generated 2025-12-09, 210 lines"
22,"Blue Ocean Strategy",mental-models,ARTIFACTS_READY,complete,"Kim & Mauborgne - INSEAD 2005",high,36,"contexts/patterns/blue-ocean-strategy/SKILL.md","SKILL.md generated 2025-12-09, 203 lines"
23,"Strategic Group Analysis",mental-models,ARTIFACTS_READY,complete,"Michael Porter 1980",medium,38,"contexts/patterns/strategic-group-analysis/SKILL.md","SKILL.md generated 2025-12-10, 156 lines"
24,"BCG Growth-Share Matrix",mental-models,ARTIFACTS_READY,complete,"Bruce Henderson - Boston Consulting Group 1970",high,40,"contexts/patterns/bcg-growth-share-matrix/SKILL.md","SKILL.md generated 2025-12-10, 173 lines"
25,"Value Chain Analysis",mental-models,ARTIFACTS_READY,complete,"Michael Porter 1985",high,44,"contexts/patterns/value-chain-analysis/SKILL.md","SKILL.md generated 2025-12-10, 176 lines"
26,"VRIO Analysis",mental-models,ARTIFACTS_READY,complete,"Jay Barney 1991-1995",medium,42,"contexts/patterns/vrio-analysis/SKILL.md","SKILL.md generated 2025-12-10, 184 lines"
27,"McKinsey 7S",mental-models,ARTIFACTS_READY,complete,"Tom Peters/Waterman - McKinsey 1980",medium,44,"contexts/patterns/mckinsey-7s/SKILL.md","SKILL.md generated 2025-12-10, 163 lines"
28,"Ansoff Matrix",mental-models,ARTIFACTS_READY,complete,"H. Igor Ansoff 1957",medium,42,"contexts/patterns/ansoff-matrix/SKILL.md","SKILL.md generated 2025-12-10, 206 lines"
29,"Risk Matrices",mental-models,ARTIFACTS_READY,complete,"ISO 31000 Risk Management",medium,40,"contexts/patterns/risk-matrices/SKILL.md","SKILL.md generated 2025-12-10, 211 lines"
30,"Monte Carlo Simulation",mental-models,ARTIFACTS_READY,complete,"Ulam/von Neumann - Los Alamos 1940s",high,46,"contexts/patterns/monte-carlo-simulation/SKILL.md","SKILL.md generated 2025-12-10, 217 lines"
31,"Value at Risk (VaR)",mental-models,ARTIFACTS_READY,complete,"JP Morgan RiskMetrics 1989-1994",high,42,"contexts/patterns/value-at-risk/SKILL.md","SKILL.md generated 2025-12-10, 157 lines"
32,"Expected Monetary Value",mental-models,ARTIFACTS_READY,complete,"Decision Analysis / PMBOK Guide (PMI)",medium,40,"contexts/patterns/expected-monetary-value/SKILL.md","SKILL.md generated 2025-12-10, 172 lines"
33,"Sensitivity Analysis",mental-models,ARTIFACTS_READY,complete,"Financial Modeling / Operations Research",high,44,"contexts/patterns/sensitivity-analysis/SKILL.md","SKILL.md generated 2025-12-10, 165 lines"
34,"Scenario-Based Assessment",mental-models,ARTIFACTS_READY,complete,"Risk Management / ISO 31000",high,40,"contexts/patterns/scenario-based-assessment/SKILL.md","SKILL.md generated 2025-12-10, 173 lines"
35,"Shell Method (Scenario Planning)",mental-models,COMPLETE,yaml-ready,"Pierre Wack/Peter Schwartz - Royal Dutch Shell 1965-1990s",high,44,contexts/patterns/shell-method-scenario-planning/context.yaml,"Validated 2025-10-29, YAML + SKILL both PASS, 44/50 Tier 1 Canonical"
36,"2x2 Matrix Approach",mental-models,ARTIFACTS_READY,complete,"Shell/Peter Schwartz",high,43,"contexts/patterns/2x2-matrix-approach/SKILL.md","SKILL.md generated 2025-12-10, 156 lines"
37,"Morphological Analysis",mental-models,ARTIFACTS_READY,complete,"Fritz Zwicky - Caltech 1940s",high,44,"contexts/patterns/morphological-analysis/SKILL.md","SKILL.md generated 2025-12-10, 204 lines"
38,"Horizon Scanning",mental-models,ARTIFACTS_READY,complete,"Futures Studies / Foresight",high,40,"contexts/patterns/horizon-scanning/SKILL.md","SKILL.md generated 2025-12-10, 233 lines"
39,"Three Horizons Framework",mental-models,ARTIFACTS_READY,complete,"Baghai/Coley/White - McKinsey 1999",high,44,"contexts/patterns/three-horizons-framework/SKILL.md","SKILL.md generated 2025-12-10, 307 lines"
40,"Backcasting",mental-models,ARTIFACTS_READY,complete,"John B. Robinson - UWaterloo 1990",high,42,"contexts/patterns/backcasting/SKILL.md","SKILL.md generated 2025-12-10, 134 lines"
41,"Superforecasting",mental-models,ARTIFACTS_READY,complete,"Philip Tetlock",high,46,"contexts/patterns/superforecasting/SKILL.md","SKILL.md generated 2025-12-10, 186 lines"
42,"Brier Score",mental-models,ARTIFACTS_READY,complete,"Glenn W. Brier 1950",medium,42,"contexts/patterns/brier-score/SKILL.md","SKILL.md generated 2025-12-10, 182 lines"
43,"Fermi Estimation",mental-models,ARTIFACTS_READY,complete,"Enrico Fermi",high,46,"contexts/patterns/fermi-estimation/SKILL.md","SKILL.md generated 2025-12-10, 199 lines"
44,"Incremental Belief Updating",mental-models,ARTIFACTS_READY,complete,"Philip Tetlock",high,44,"contexts/patterns/incremental-belief-updating/SKILL.md","SKILL.md generated 2025-12-10, 147 lines"
45,"Wisdom of Crowds Aggregation",mental-models,ARTIFACTS_READY,complete,"Surowiecki/Tetlock",high,45,"contexts/patterns/wisdom-of-crowds-aggregation/SKILL.md","SKILL.md generated 2025-12-10, 133 lines"
